horario,tempo_viagem_min,distancia_km,imagem,emocao,tempo_sem_parada_min,decisao,origem
7.09,65.0,42.34,desconhecida,tenso,65.0,fazer_parada,sintetico
20.02,244.3,367.84,restaurante,neutro,77.6,abastecer,sintetico
15.67,223.0,224.74,estrada,animado,218.1,fazer_parada,sintetico
19.95,65.1,79.83,estrada,neutro,65.1,continuar,sintetico
22.32,196.4,297.0,restaurante,desconhecido,95.2,continuar,sintetico
19.91,210.6,200.88,restaurante,neutro,210.6,alimentar,sintetico
8.18,582.0,407.02,estrada,cansado,291.8,descansar,sintetico
20.43,213.8,330.86,estrada,neutro,213.8,alimentar,sintetico
18.3,384.9,399.8,desconhecida,cansado,384.9,descansar,sintetico
7.29,52.1,66.54,desconhecida,bravo,52.1,continuar,sintetico
6.15,170.0,106.62,estrada,desconhecido,140.9,fazer_parada,sintetico
12.85,120.6,81.13,estrada,animado,120.6,continuar,sintetico
8.41,489.4,685.41,desconhecida,desconhecido,178.6,abastecer,sintetico
6.41,271.1,338.83,posto,desconhecido,4.7,abastecer,sintetico
6.99,145.6,195.96,estrada,neutro,118.2,continuar,sintetico
22.04,360.9,554.09,posto,tenso,360.9,descansar,sintetico
20.77,236.5,297.43,estrada,animado,15.8,continuar,sintetico
14.45,482.8,639.67,desconhecida,neutro,482.8,abastecer,sintetico
14.42,277.4,387.13,desconhecida,tenso,191.4,fazer_parada,sintetico
13.55,405.6,399.42,posto,neutro,74.7,abastecer,sintetico
15.1,407.0,473.76,desconhecida,desconhecido,407.0,fazer_parada,sintetico
7.86,570.6,869.96,ponto_turistico,desconhecido,570.6,abastecer,sintetico
8.67,234.6,260.14,posto,cansado,234.6,descansar,sintetico
16.94,9.2,6.33,desconhecida,cansado,3.1,continuar,sintetico
14.47,245.6,184.6,desconhecida,bravo,245.6,fazer_parada,sintetico
10.71,195.1,210.36,desconhecida,cansado,18.0,continuar,sintetico
15.9,175.3,151.44,desconhecida,tenso,157.1,fazer_parada,sintetico
10.09,539.6,431.2,desconhecida,cansado,447.8,descansar,sintetico
20.73,348.3,506.6,desconhecida,desconhecido,347.2,abastecer,sintetico
13.95,236.7,280.88,desconhecida,animado,236.7,alimentar,sintetico
11.1,87.5,82.07,desconhecida,cansado,60.3,continuar,sintetico
21.4,539.7,493.24,desconhecida,desconhecido,539.7,abastecer,sintetico
17.51,167.6,185.51,desconhecida,bravo,88.6,fazer_parada,sintetico
8.31,319.2,331.01,desconhecida,tenso,319.2,fazer_parada,sintetico
6.49,514.0,432.08,desconhecida,desconhecido,514.0,abastecer,sintetico
6.55,361.0,237.19,desconhecida,cansado,339.7,descansar,sintetico
21.91,431.2,491.26,posto,cansado,133.0,descansar,sintetico
20.27,94.0,72.18,restaurante,cansado,10.4,continuar,sintetico
17.44,156.0,141.02,estrada,desconhecido,106.6,continuar,sintetico
7.28,150.4,111.28,desconhecida,desconhecido,37.0,continuar,sintetico
6.18,374.3,291.92,ponto_turistico,desconhecido,374.3,registrar_ponto_turistico,sintetico
10.63,111.4,109.12,ponto_turistico,bravo,111.4,fazer_parada,sintetico
7.7,36.1,27.25,posto,desconhecido,36.1,continuar,sintetico
6.15,379.2,267.31,estrada,cansado,155.9,descansar,sintetico
23.59,88.1,58.5,desconhecida,desconhecido,8.8,continuar,sintetico
16.29,527.5,468.01,desconhecida,desconhecido,527.5,abastecer,sintetico
12.74,105.0,122.67,restaurante,neutro,14.1,continuar,sintetico
21.06,480.2,741.79,desconhecida,neutro,480.2,abastecer,sintetico
14.15,98.2,109.56,restaurante,desconhecido,87.2,continuar,sintetico
11.86,571.4,463.5,ponto_turistico,tenso,394.3,fazer_parada,sintetico
9.27,132.7,99.98,desconhecida,desconhecido,37.2,continuar,sintetico
3.95,215.2,250.68,desconhecida,neutro,129.2,descansar,sintetico
4.8,584.7,754.24,desconhecida,neutro,142.2,descansar,sintetico
21.08,202.2,160.67,desconhecida,neutro,143.7,fazer_parada,sintetico
18.61,488.8,491.19,restaurante,neutro,488.8,abastecer,sintetico
3.68,552.3,697.82,restaurante,tenso,302.8,descansar,sintetico
21.55,543.5,807.94,restaurante,desconhecido,452.2,abastecer,sintetico
10.12,59.9,53.78,restaurante,animado,59.9,continuar,sintetico
7.83,176.4,202.11,estrada,tenso,106.8,fazer_parada,sintetico
3.96,74.0,44.01,estrada,bravo,22.6,continuar,sintetico
3.73,344.5,258.88,ponto_turistico,desconhecido,190.4,descansar,sintetico
6.84,84.0,132.21,desconhecida,desconhecido,84.0,continuar,sintetico
16.93,304.5,439.48,desconhecida,tenso,250.2,fazer_parada,sintetico
19.99,95.2,109.64,posto,desconhecido,95.2,continuar,sintetico
10.05,50.0,69.41,desconhecida,desconhecido,26.9,continuar,sintetico
10.57,150.8,108.07,desconhecida,animado,150.8,continuar,sintetico
11.55,329.5,332.92,desconhecida,desconhecido,287.9,alimentar,sintetico
12.41,224.6,352.5,ponto_turistico,neutro,137.1,alimentar,sintetico
5.16,463.6,691.53,estrada,animado,463.6,abastecer,sintetico
18.29,27.5,29.6,posto,desconhecido,27.5,continuar,sintetico
19.59,171.2,235.34,posto,animado,171.2,alimentar,sintetico
20.87,81.1,104.51,ponto_turistico,neutro,60.4,registrar_ponto_turistico,sintetico
12.42,185.9,266.48,desconhecida,bravo,185.9,fazer_parada,sintetico
23.02,379.4,378.77,desconhecida,cansado,379.4,descansar,sintetico
13.59,564.8,582.76,desconhecida,desconhecido,564.8,abastecer,sintetico
0.69,532.9,452.09,desconhecida,desconhecido,412.2,descansar,sintetico
12.68,67.3,49.38,restaurante,desconhecido,32.3,continuar,sintetico
10.15,124.0,102.33,ponto_turistico,animado,124.0,registrar_ponto_turistico,sintetico
17.68,230.1,194.12,desconhecida,animado,230.1,fazer_parada,sintetico
21.8,28.9,42.52,desconhecida,desconhecido,21.7,continuar,sintetico
12.34,521.5,504.16,desconhecida,neutro,369.3,abastecer,sintetico
11.72,547.9,492.52,restaurante,desconhecido,372.8,abastecer,sintetico
10.46,208.2,293.78,desconhecida,tenso,208.2,fazer_parada,sintetico
12.43,222.5,322.2,desconhecida,neutro,21.3,continuar,sintetico
15.81,134.3,122.41,desconhecida,tenso,108.4,fazer_parada,sintetico
15.05,131.4,200.55,ponto_turistico,desconhecido,131.4,registrar_ponto_turistico,sintetico
23.47,277.0,330.08,restaurante,tenso,128.3,descansar,sintetico
7.0,370.5,530.64,desconhecida,desconhecido,118.8,abastecer,sintetico
22.81,395.6,527.16,posto,animado,395.6,descansar,sintetico
21.22,509.4,797.42,restaurante,tenso,313.7,fazer_parada,sintetico
19.24,223.0,219.8,posto,desconhecido,85.0,abastecer,sintetico
6.52,183.6,208.33,ponto_turistico,cansado,129.2,descansar,sintetico
18.01,256.1,322.73,desconhecida,cansado,237.0,descansar,sintetico
6.4,194.1,247.65,restaurante,cansado,66.2,continuar,sintetico
17.85,129.7,195.93,restaurante,cansado,114.2,descansar,sintetico
13.6,94.8,142.74,restaurante,animado,55.9,continuar,sintetico
19.75,445.0,396.69,ponto_turistico,neutro,335.3,alimentar,sintetico
12.69,194.8,163.51,posto,animado,100.7,continuar,sintetico
9.56,513.6,356.53,desconhecida,neutro,513.6,fazer_parada,sintetico
11.69,68.2,58.9,ponto_turistico,cansado,68.2,continuar,sintetico
3.76,494.1,432.05,desconhecida,animado,337.9,descansar,sintetico
0.19,31.2,30.81,posto,tenso,13.3,continuar,sintetico
16.2,183.4,252.27,estrada,bravo,183.4,continuar,sintetico
18.7,397.9,328.41,ponto_turistico,desconhecido,209.7,alimentar,sintetico
1.75,152.8,203.7,desconhecida,neutro,106.5,continuar,sintetico
12.54,473.6,587.17,restaurante,neutro,407.8,abastecer,sintetico
7.1,161.6,238.66,estrada,bravo,151.6,fazer_parada,sintetico
12.45,156.4,194.87,desconhecida,tenso,68.8,fazer_parada,sintetico
6.38,101.5,116.39,estrada,tenso,73.7,fazer_parada,sintetico
17.27,406.4,586.15,posto,cansado,249.8,descansar,sintetico
8.58,130.5,190.36,restaurante,neutro,27.9,continuar,sintetico
20.14,384.9,284.32,desconhecida,desconhecido,204.3,alimentar,sintetico
2.99,143.6,187.24,desconhecida,desconhecido,99.6,registrar_ponto_turistico,sintetico
18.74,164.3,204.1,ponto_turistico,neutro,164.3,alimentar,sintetico
13.57,195.4,160.21,ponto_turistico,animado,154.7,alimentar,sintetico
7.26,55.2,76.41,desconhecida,cansado,41.6,continuar,sintetico
4.7,558.4,856.6,posto,bravo,558.4,descansar,sintetico
19.77,363.4,556.66,ponto_turistico,cansado,86.2,descansar,sintetico
21.7,159.6,144.49,estrada,animado,159.6,fazer_parada,sintetico
2.63,55.5,53.15,desconhecida,animado,15.5,continuar,sintetico
11.12,276.1,324.81,ponto_turistico,desconhecido,262.6,registrar_ponto_turistico,sintetico
14.19,132.3,197.76,posto,tenso,132.3,fazer_parada,sintetico
7.59,104.0,110.82,desconhecida,desconhecido,66.2,continuar,sintetico
12.82,99.1,118.78,desconhecida,tenso,10.8,continuar,sintetico
15.39,160.6,112.05,estrada,desconhecido,72.4,continuar,sintetico
19.53,502.3,685.29,desconhecida,desconhecido,502.3,abastecer,sintetico
15.33,182.7,257.71,desconhecida,cansado,182.7,descansar,sintetico
11.62,194.8,130.88,estrada,cansado,47.6,continuar,sintetico
21.47,122.6,182.74,ponto_turistico,cansado,37.2,continuar,sintetico
9.82,208.4,212.38,desconhecida,bravo,208.4,fazer_parada,sintetico
14.5,103.7,146.5,ponto_turistico,bravo,34.6,continuar,sintetico
16.1,379.3,546.15,restaurante,tenso,61.5,abastecer,sintetico
8.58,179.6,179.95,posto,neutro,91.9,registrar_ponto_turistico,sintetico
12.93,143.7,169.66,desconhecida,desconhecido,137.1,alimentar,sintetico
18.9,292.0,235.36,ponto_turistico,neutro,53.6,registrar_ponto_turistico,sintetico
16.49,165.8,225.48,ponto_turistico,desconhecido,165.8,registrar_ponto_turistico,sintetico
16.18,35.7,32.97,desconhecida,tenso,14.0,continuar,sintetico
19.53,182.1,251.77,restaurante,neutro,46.6,continuar,sintetico
7.28,255.1,333.06,estrada,bravo,43.1,continuar,sintetico
19.33,52.7,72.78,estrada,cansado,52.7,registrar_ponto_turistico,sintetico
8.55,14.7,16.34,desconhecida,cansado,14.7,continuar,sintetico
18.58,209.1,178.22,posto,desconhecido,182.8,alimentar,sintetico
21.34,307.9,183.74,estrada,desconhecido,156.3,fazer_parada,sintetico
7.82,170.4,205.17,desconhecida,cansado,16.3,continuar,sintetico
17.01,589.0,608.64,desconhecida,neutro,589.0,abastecer,sintetico
11.68,71.4,53.4,ponto_turistico,desconhecido,71.4,registrar_ponto_turistico,sintetico
21.96,167.9,127.78,estrada,desconhecido,159.9,fazer_parada,sintetico
12.9,43.7,68.12,estrada,desconhecido,20.8,continuar,sintetico
6.16,208.1,321.34,desconhecida,cansado,150.0,fazer_parada,sintetico
22.15,323.1,380.9,posto,desconhecido,323.1,descansar,sintetico
16.38,190.2,278.05,desconhecida,bravo,99.2,fazer_parada,sintetico
20.67,168.0,230.28,desconhecida,desconhecido,13.8,continuar,sintetico
11.12,395.6,564.08,estrada,neutro,342.1,abastecer,sintetico
16.57,106.7,163.68,desconhecida,desconhecido,28.6,continuar,sintetico
6.33,51.6,72.73,estrada,cansado,5.1,continuar,sintetico
13.55,197.4,146.23,desconhecida,desconhecido,197.4,alimentar,sintetico
11.19,157.2,199.7,desconhecida,cansado,157.2,descansar,sintetico
16.39,364.3,220.27,desconhecida,bravo,81.3,fazer_parada,sintetico
8.28,70.3,58.26,restaurante,cansado,30.2,continuar,sintetico
13.57,137.2,132.87,restaurante,desconhecido,91.6,alimentar,sintetico
7.67,503.8,596.07,estrada,desconhecido,258.7,abastecer,sintetico
12.49,103.8,122.41,ponto_turistico,animado,65.2,registrar_ponto_turistico,sintetico
13.14,344.5,254.16,desconhecida,neutro,344.5,alimentar,sintetico
6.25,364.8,316.43,estrada,neutro,150.2,continuar,sintetico
16.64,314.6,279.05,desconhecida,tenso,28.1,continuar,sintetico
20.27,121.4,138.41,desconhecida,desconhecido,121.4,continuar,sintetico
15.36,12.4,19.5,desconhecida,tenso,8.2,continuar,sintetico
11.22,12.0,7.97,ponto_turistico,bravo,12.0,continuar,sintetico
12.06,28.4,33.82,estrada,desconhecido,4.1,continuar,sintetico
21.44,276.8,304.48,desconhecida,neutro,213.8,fazer_parada,sintetico
19.45,389.9,354.66,restaurante,desconhecido,238.4,alimentar,sintetico
2.64,91.2,73.88,estrada,cansado,91.2,descansar,sintetico
15.86,273.3,296.45,posto,desconhecido,33.9,fazer_parada,sintetico
20.52,26.9,36.03,estrada,desconhecido,3.0,continuar,sintetico
12.16,180.0,247.68,restaurante,neutro,162.5,alimentar,sintetico
16.67,249.8,199.4,estrada,bravo,112.4,fazer_parada,sintetico
21.99,95.5,77.15,estrada,neutro,77.3,continuar,sintetico
10.94,13.8,20.9,estrada,neutro,13.8,continuar,sintetico
14.27,17.6,25.95,ponto_turistico,tenso,0.1,continuar,sintetico
8.89,392.3,249.28,desconhecida,cansado,392.3,descansar,sintetico
20.39,43.0,49.5,restaurante,desconhecido,43.0,continuar,sintetico
11.16,324.7,512.35,ponto_turistico,bravo,324.7,fazer_parada,sintetico
19.7,477.2,463.52,restaurante,desconhecido,44.1,continuar,sintetico
9.2,379.9,350.38,restaurante,animado,308.3,fazer_parada,sintetico
22.7,173.6,144.74,estrada,bravo,173.6,fazer_parada,sintetico
10.18,526.7,365.72,desconhecida,tenso,29.2,continuar,sintetico
19.97,184.5,205.56,estrada,animado,184.5,alimentar,sintetico
20.55,592.4,907.64,ponto_turistico,bravo,592.4,fazer_parada,sintetico
20.08,283.8,274.61,desconhecida,neutro,178.0,alimentar,sintetico
22.62,188.7,235.79,desconhecida,bravo,138.5,descansar,sintetico
14.84,218.1,217.67,posto,desconhecido,218.1,fazer_parada,sintetico
7.61,171.3,104.11,desconhecida,cansado,82.0,descansar,sintetico
9.04,176.5,271.41,estrada,desconhecido,82.6,continuar,sintetico
14.31,112.0,168.05,estrada,tenso,67.4,fazer_parada,sintetico
19.86,381.5,471.59,restaurante,tenso,39.7,continuar,sintetico
16.39,541.9,408.91,ponto_turistico,neutro,541.9,abastecer,sintetico
8.72,115.4,163.11,estrada,neutro,115.4,fazer_parada,sintetico
4.99,487.9,659.61,ponto_turistico,neutro,62.9,registrar_ponto_turistico,sintetico
15.74,359.1,283.0,restaurante,neutro,359.1,descansar,sintetico
9.35,331.5,285.7,desconhecida,desconhecido,331.5,fazer_parada,sintetico
12.1,301.2,176.77,desconhecida,desconhecido,301.2,alimentar,sintetico
15.32,287.9,396.35,ponto_turistico,cansado,13.8,continuar,sintetico
7.66,186.3,124.89,estrada,animado,144.6,fazer_parada,sintetico
14.01,432.1,596.69,posto,neutro,432.1,abastecer,sintetico
13.56,47.5,43.23,estrada,tenso,26.8,continuar,sintetico
23.23,271.6,264.1,estrada,cansado,265.9,descansar,sintetico
16.81,112.7,142.53,restaurante,neutro,112.7,continuar,sintetico
3.74,454.0,476.62,restaurante,tenso,421.8,descansar,sintetico
12.21,333.0,272.42,restaurante,desconhecido,131.8,alimentar,sintetico
13.24,204.7,128.29,desconhecida,animado,185.4,alimentar,sintetico
17.78,221.4,243.34,estrada,cansado,141.0,descansar,sintetico
20.3,239.1,191.59,estrada,desconhecido,239.1,alimentar,sintetico
12.97,130.6,126.87,estrada,desconhecido,130.6,alimentar,sintetico
19.11,112.8,101.14,desconhecida,neutro,37.3,continuar,sintetico
9.31,293.6,183.27,ponto_turistico,desconhecido,293.6,registrar_ponto_turistico,sintetico
7.76,512.1,306.03,desconhecida,tenso,15.2,continuar,sintetico
5.09,225.8,262.82,desconhecida,desconhecido,225.8,fazer_parada,sintetico
10.15,388.0,237.66,estrada,animado,388.0,fazer_parada,sintetico
12.96,112.6,133.87,restaurante,desconhecido,105.7,alimentar,sintetico
8.68,534.4,626.1,restaurante,animado,448.4,abastecer,sintetico
15.51,400.0,345.23,estrada,neutro,21.7,continuar,sintetico
13.07,391.7,454.47,desconhecida,neutro,391.7,abastecer,sintetico
13.7,570.1,902.2,estrada,desconhecido,570.1,abastecer,sintetico
8.64,149.5,161.96,estrada,cansado,137.7,descansar,sintetico
19.51,104.7,96.11,desconhecida,animado,41.7,continuar,sintetico
4.89,288.1,365.29,desconhecida,desconhecido,288.1,descansar,sintetico
20.06,45.1,47.91,desconhecida,desconhecido,32.7,continuar,sintetico
13.16,445.4,260.06,restaurante,animado,22.7,continuar,sintetico
17.78,151.7,180.01,estrada,tenso,151.7,fazer_parada,sintetico
10.83,332.8,410.0,desconhecida,cansado,332.8,descansar,sintetico
12.45,526.6,515.48,desconhecida,cansado,412.6,descansar,sintetico
22.25,124.6,106.99,posto,tenso,4.3,continuar,sintetico
21.87,279.3,414.74,estrada,animado,279.3,fazer_parada,sintetico
18.29,32.7,40.83,desconhecida,desconhecido,32.7,continuar,sintetico
20.79,83.0,93.78,ponto_turistico,tenso,83.0,fazer_parada,sintetico
10.29,142.2,215.99,posto,animado,68.5,continuar,sintetico
13.84,221.1,243.59,estrada,desconhecido,130.4,alimentar,sintetico
17.82,238.8,358.2,desconhecida,bravo,229.8,fazer_parada,sintetico
19.1,190.3,177.47,desconhecida,animado,190.3,fazer_parada,sintetico
23.05,222.1,183.14,desconhecida,tenso,222.1,descansar,sintetico
9.16,23.0,25.89,restaurante,neutro,23.0,continuar,sintetico
11.76,127.9,78.27,desconhecida,desconhecido,70.5,continuar,sintetico
6.61,214.3,337.89,desconhecida,desconhecido,212.2,continuar,sintetico
20.84,428.3,669.59,estrada,desconhecido,428.3,abastecer,sintetico
9.09,58.2,49.61,estrada,bravo,55.7,continuar,sintetico
9.62,419.9,544.67,estrada,cansado,419.9,fazer_parada,sintetico
10.94,255.0,334.13,desconhecida,cansado,255.0,descansar,sintetico
11.05,190.3,191.23,estrada,tenso,54.3,continuar,sintetico
11.62,204.3,316.31,estrada,tenso,204.3,fazer_parada,sintetico
22.23,102.0,124.34,desconhecida,tenso,21.0,continuar,sintetico
13.77,253.7,318.96,posto,desconhecido,92.9,abastecer,sintetico
16.4,449.3,665.54,desconhecida,desconhecido,222.2,abastecer,sintetico
20.51,441.3,532.91,restaurante,desconhecido,304.4,abastecer,sintetico
7.02,75.4,112.35,desconhecida,animado,53.5,continuar,sintetico
22.86,327.1,427.48,restaurante,desconhecido,327.1,descansar,sintetico
11.39,370.2,523.4,estrada,cansado,370.2,descansar,sintetico
3.12,281.0,388.68,estrada,neutro,205.1,descansar,sintetico
3.01,168.5,132.65,estrada,desconhecido,168.5,descansar,sintetico
12.58,125.6,82.06,estrada,cansado,125.6,descansar,sintetico
18.56,137.3,165.05,posto,desconhecido,108.9,continuar,sintetico
11.02,418.5,389.27,desconhecida,animado,149.9,continuar,sintetico
18.23,213.9,286.24,estrada,desconhecido,207.7,fazer_parada,sintetico
6.5,289.3,390.31,desconhecida,cansado,289.3,fazer_parada,sintetico
17.79,130.6,140.31,estrada,cansado,130.6,descansar,sintetico
5.08,84.4,72.35,posto,tenso,84.4,fazer_parada,sintetico
6.29,137.2,167.15,posto,desconhecido,137.2,continuar,sintetico
13.44,29.8,27.33,restaurante,neutro,17.2,continuar,sintetico
8.83,220.6,318.34,estrada,desconhecido,16.8,continuar,sintetico
4.76,544.4,443.6,restaurante,cansado,538.2,descansar,sintetico
20.13,289.6,312.69,posto,neutro,289.6,abastecer,sintetico
16.28,402.4,628.95,desconhecida,cansado,104.1,descansar,sintetico
13.14,49.4,65.61,posto,tenso,22.9,continuar,sintetico
20.27,593.1,791.8,desconhecida,desconhecido,412.4,abastecer,sintetico
19.87,342.4,457.02,estrada,neutro,80.2,abastecer,sintetico
7.27,165.5,199.67,estrada,cansado,55.9,continuar,sintetico
14.22,40.2,63.49,estrada,animado,21.8,continuar,sintetico
7.1,199.6,184.6,estrada,bravo,176.3,fazer_parada,sintetico
20.55,332.8,321.21,desconhecida,animado,322.1,alimentar,sintetico
17.47,306.5,331.14,ponto_turistico,tenso,148.0,fazer_parada,sintetico
12.9,44.0,46.93,estrada,desconhecido,2.7,continuar,sintetico
18.67,516.7,301.99,desconhecida,animado,516.7,alimentar,sintetico
22.31,448.8,335.51,ponto_turistico,tenso,377.3,descansar,sintetico
12.96,532.3,520.8,restaurante,neutro,227.3,abastecer,sintetico
17.28,591.6,379.63,restaurante,desconhecido,591.6,continuar,sintetico
13.9,25.3,27.83,estrada,tenso,25.3,continuar,sintetico
8.54,37.0,37.62,ponto_turistico,cansado,37.0,continuar,sintetico
12.61,115.8,156.36,restaurante,cansado,102.5,descansar,sintetico
13.9,286.0,351.54,desconhecida,neutro,179.0,alimentar,sintetico
14.32,170.9,152.2,estrada,animado,118.1,continuar,sintetico
15.73,334.7,517.08,desconhecida,neutro,186.1,abastecer,sintetico
6.51,391.4,363.54,desconhecida,desconhecido,31.6,continuar,sintetico
18.31,164.5,166.41,posto,animado,164.5,fazer_parada,sintetico
9.42,322.0,382.26,estrada,desconhecido,295.3,descansar,sintetico
22.54,580.2,883.8,desconhecida,desconhecido,218.2,descansar,sintetico
12.74,27.6,19.5,ponto_turistico,desconhecido,8.3,registrar_ponto_turistico,sintetico
19.87,466.8,402.75,estrada,neutro,201.1,alimentar,sintetico
19.03,107.3,124.25,estrada,bravo,107.3,fazer_parada,sintetico
7.54,439.1,450.47,estrada,animado,133.0,abastecer,sintetico
13.69,15.6,22.52,estrada,cansado,12.9,continuar,sintetico
12.49,15.6,14.23,desconhecida,desconhecido,15.6,continuar,sintetico
22.64,236.5,194.17,estrada,neutro,160.9,descansar,sintetico
12.37,172.9,215.29,desconhecida,desconhecido,172.9,alimentar,sintetico
17.12,231.3,156.37,desconhecida,desconhecido,12.7,continuar,sintetico
17.22,447.5,499.23,posto,desconhecido,447.5,abastecer,sintetico
